GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
1500000US360470373003,360470373003,"Block Group 3, Census Tract 373, Kings County, New York",278,93,0,12,33,48,0,12,30,42,35,41,25,30,56,55,27,26,72,60,0,12
1500000US360470373004,360470373004,"Block Group 4, Census Tract 373, Kings County, New York",307,81,0,12,22,35,0,12,41,41,17,26,8,13,0,12,32,42,187,80,0,12
1500000US360470374011,360470374011,"Block Group 1, Census Tract 374.01, Kings County, New York",375,110,6,10,23,25,0,12,74,72,18,22,54,53,9,15,40,47,73,48,78,65
1500000US360470374012,360470374012,"Block Group 2, Census Tract 374.01, Kings County, New York",227,110,22,33,40,58,27,30,0,12,8,13,0,12,72,72,0,12,30,33,28,49
1500000US360470374013,360470374013,"Block Group 3, Census Tract 374.01, Kings County, New York",512,102,0,12,13,20,89,62,49,36,99,87,41,31,21,24,13,22,187,85,0,12
1500000US360470374021,360470374021,"Block Group 1, Census Tract 374.02, Kings County, New York",412,135,0,12,11,18,9,16,29,39,73,75,23,40,31,43,14,22,126,105,96,84
1500000US360470374022,360470374022,"Block Group 2, Census Tract 374.02, Kings County, New York",774,170,0,12,65,61,0,12,95,76,64,66,37,29,142,136,78,73,256,123,37,34
1500000US360470374023,360470374023,"Block Group 3, Census Tract 374.02, Kings County, New York",403,119,0,12,14,23,35,33,42,68,24,28,19,31,135,89,24,39,110,70,0,12
1500000US360470374024,360470374024,"Block Group 4, Census Tract 374.02, Kings County, New York",127,78,0,12,12,20,0,12,14,22,53,49,35,49,13,20,0,12,0,12,0,12
1500000US360470375001,360470375001,"Block Group 1, Census Tract 375, Kings County, New York",211,94,0,12,0,12,11,19,18,28,0,12,0,12,0,12,24,37,132,78,26,32
1500000US360470375002,360470375002,"Block Group 2, Census Tract 375, Kings County, New York",293,91,0,12,0,12,11,16,79,67,9,16,62,48,42,47,11,20,64,40,15,23
1500000US360470375003,360470375003,"Block Group 3, Census Tract 375, Kings County, New York",300,106,28,42,21,32,28,34,0,12,113,64,16,32,0,12,30,34,64,51,0,12
1500000US360470377001,360470377001,"Block Group 1, Census Tract 377, Kings County, New York",323,97,0,12,16,24,60,51,19,29,21,35,31,42,0,12,36,37,140,80,0,12
1500000US360470377002,360470377002,"Block Group 2, Census Tract 377, Kings County, New York",274,96,28,41,28,32,20,31,38,48,33,40,19,31,0,12,0,12,108,69,0,12
1500000US360470377003,360470377003,"Block Group 3, Census Tract 377, Kings County, New York",169,74,0,12,0,12,0,12,21,33,73,63,0,12,22,35,0,12,53,38,0,12
1500000US360470377004,360470377004,"Block Group 4, Census Tract 377, Kings County, New York",249,84,0,12,28,34,18,28,25,43,0,12,18,29,0,12,14,23,146,65,0,12
1500000US360470379001,360470379001,"Block Group 1, Census Tract 379, Kings County, New York",236,85,0,12,21,32,0,12,0,12,24,39,0,12,18,23,49,53,99,59,25,30
1500000US360470379002,360470379002,"Block Group 2, Census Tract 379, Kings County, New York",350,106,25,30,24,39,6,10,24,38,60,55,45,43,20,28,25,29,121,69,0,12
1500000US360470379003,360470379003,"Block Group 3, Census Tract 379, Kings County, New York",326,116,26,42,41,49,42,48,11,17,8,12,59,51,32,38,0,12,66,53,41,46
1500000US360470381001,360470381001,"Block Group 1, Census Tract 381, Kings County, New York",211,93,0,12,0,12,0,12,0,12,36,55,8,13,24,33,84,62,59,52,0,12
1500000US360470381002,360470381002,"Block Group 2, Census Tract 381, Kings County, New York",917,143,124,66,127,71,72,52,127,75,127,74,75,55,28,32,33,38,194,85,10,15
1500000US360470381003,360470381003,"Block Group 3, Census Tract 381, Kings County, New York",143,78,0,12,0,12,48,53,0,12,0,12,0,12,26,43,21,31,48,55,0,12
1500000US360470381004,360470381004,"Block Group 4, Census Tract 381, Kings County, New York",264,90,0,12,11,17,46,66,16,29,59,56,0,12,40,45,16,13,23,37,53,61
1500000US360470382001,360470382001,"Block Group 1, Census Tract 382, Kings County, New York",333,133,0,12,0,12,33,50,34,38,7,13,45,52,30,44,0,12,184,122,0,12
1500000US360470382002,360470382002,"Block Group 2, Census Tract 382, Kings County, New York",830,164,11,18,124,96,54,55,177,125,166,89,106,86,27,39,56,54,54,58,55,64
1500000US360470382003,360470382003,"Block Group 3, Census Tract 382, Kings County, New York",812,144,18,25,41,32,21,27,131,82,180,95,192,115,28,43,53,48,124,83,24,27
1500000US360470383001,360470383001,"Block Group 1, Census Tract 383, Kings County, New York",240,73,0,12,7,12,0,12,11,19,39,51,44,39,17,28,21,35,101,50,0,12
1500000US360470383002,360470383002,"Block Group 2, Census Tract 383, Kings County, New York",261,99,26,41,19,31,10,15,11,17,0,12,49,54,12,19,9,13,112,82,13,23
1500000US360470383003,360470383003,"Block Group 3, Census Tract 383, Kings County, New York",262,99,15,23,14,22,0,12,24,36,0,12,18,30,65,65,72,65,17,19,37,42
1500000US360470383004,360470383004,"Block Group 4, Census Tract 383, Kings County, New York",154,80,22,34,0,12,20,32,12,20,0,12,18,28,0,12,8,12,74,59,0,12
1500000US360470385001,360470385001,"Block Group 1, Census Tract 385, Kings County, New York",322,103,27,43,0,12,57,62,11,19,9,16,52,52,11,16,8,15,109,65,38,48
1500000US360470385002,360470385002,"Block Group 2, Census Tract 385, Kings County, New York",149,76,0,12,0,12,0,12,0,12,8,13,31,44,28,31,0,12,82,68,0,12
1500000US360470385003,360470385003,"Block Group 3, Census Tract 385, Kings County, New York",285,100,0,12,0,12,12,20,9,13,40,46,94,66,50,51,26,42,54,55,0,12
1500000US360470385004,360470385004,"Block Group 4, Census Tract 385, Kings County, New York",260,99,0,12,0,12,22,36,54,51,76,64,60,66,9,15,0,12,20,25,19,31
1500000US360470386001,360470386001,"Block Group 1, Census Tract 386, Kings County, New York",406,121,26,24,0,12,24,29,43,45,31,30,7,11,86,72,50,53,139,89,0,12
1500000US360470386002,360470386002,"Block Group 2, Census Tract 386, Kings County, New York",192,96,0,12,27,28,21,34,0,12,9,15,0,12,0,12,0,12,125,82,10,15
1500000US360470387001,360470387001,"Block Group 1, Census Tract 387, Kings County, New York",252,89,22,24,26,40,0,12,24,37,10,15,0,12,0,12,31,36,111,68,28,44
1500000US360470387002,360470387002,"Block Group 2, Census Tract 387, Kings County, New York",181,87,0,12,0,12,0,12,40,44,21,24,0,12,0,12,43,50,34,40,43,49
1500000US360470387003,360470387003,"Block Group 3, Census Tract 387, Kings County, New York",190,82,0,12,0,12,44,45,10,16,8,16,15,22,0,12,21,33,92,64,0,12
1500000US360470387004,360470387004,"Block Group 4, Census Tract 387, Kings County, New York",446,114,5,8,0,12,51,59,0,12,47,47,0,12,18,30,73,66,197,103,55,54
1500000US360470388001,360470388001,"Block Group 1, Census Tract 388, Kings County, New York",299,77,9,14,9,14,63,29,12,20,9,14,66,66,46,57,6,10,67,45,12,19
1500000US360470388002,360470388002,"Block Group 2, Census Tract 388, Kings County, New York",183,103,0,12,0,12,18,19,0,12,50,67,0,12,30,34,0,12,85,78,0,12
1500000US360470388003,360470388003,"Block Group 3, Census Tract 388, Kings County, New York",70,64,0,12,0,12,0,12,13,21,34,56,0,12,0,12,6,9,10,19,7,11
1500000US360470388004,360470388004,"Block Group 4, Census Tract 388, Kings County, New York",111,91,0,12,0,12,0,12,34,53,0,12,0,12,0,12,0,12,40,64,37,56
1500000US360470389001,360470389001,"Block Group 1, Census Tract 389, Kings County, New York",314,73,0,12,23,36,12,20,32,39,0,12,21,18,46,55,0,12,180,77,0,12
1500000US360470389002,360470389002,"Block Group 2, Census Tract 389, Kings County, New York",279,75,0,12,0,12,10,16,22,21,25,29,41,44,21,33,25,31,135,70,0,12
1500000US360470389003,360470389003,"Block Group 3, Census Tract 389, Kings County, New York",174,61,0,12,0,12,0,12,28,26,0,12,31,35,11,18,39,39,33,39,32,49
1500000US360470390001,360470390001,"Block Group 1, Census Tract 390, Kings County, New York",167,56,6,10,11,16,11,17,13,16,13,19,25,33,10,15,4,6,52,39,22,34
1500000US360470390002,360470390002,"Block Group 2, Census Tract 390, Kings County, New York",90,61,5,9,0,12,0,12,0,12,0,12,32,50,0,12,7,9,25,25,21,24
1500000US360470391001,360470391001,"Block Group 1, Census Tract 391, Kings County, New York",310,77,43,44,11,17,39,43,20,25,13,11,18,20,0,12,19,20,132,68,15,24
1500000US360470391002,360470391002,"Block Group 2, Census Tract 391, Kings County, New York",512,90,0,12,0,12,88,65,61,56,48,40,76,54,32,47,75,50,116,69,16,25
1500000US360470392001,360470392001,"Block Group 1, Census Tract 392, Kings County, New York",207,76,8,15,0,12,17,20,0,12,0,12,8,13,0,12,0,12,66,44,108,68
1500000US360470392002,360470392002,"Block Group 2, Census Tract 392, Kings County, New York",323,89,9,16,6,10,58,50,27,31,8,12,0,12,13,19,72,55,116,59,14,19
1500000US360470393001,360470393001,"Block Group 1, Census Tract 393, Kings County, New York",297,103,20,33,34,36,21,30,17,28,27,32,58,54,9,14,23,36,88,74,0,12
1500000US360470393002,360470393002,"Block Group 2, Census Tract 393, Kings County, New York",294,111,9,15,25,39,51,51,0,12,9,15,23,35,48,55,31,37,98,78,0,12
1500000US360470393003,360470393003,"Block Group 3, Census Tract 393, Kings County, New York",307,92,0,12,15,24,71,63,62,49,48,38,36,34,22,27,0,12,53,44,0,12
1500000US360470394001,360470394001,"Block Group 1, Census Tract 394, Kings County, New York",186,54,6,11,17,24,5,7,33,29,21,26,28,31,28,30,10,16,33,29,5,7
1500000US360470394002,360470394002,"Block Group 2, Census Tract 394, Kings County, New York",111,47,0,12,0,12,6,9,6,11,21,33,11,14,15,22,4,6,48,32,0,12
1500000US360470394003,360470394003,"Block Group 3, Census Tract 394, Kings County, New York",147,64,0,12,0,12,0,12,17,20,18,22,23,35,12,13,15,18,41,35,21,33
1500000US360470395001,360470395001,"Block Group 1, Census Tract 395, Kings County, New York",387,97,0,12,0,12,66,67,0,12,10,20,40,44,16,26,4,17,241,88,10,20
1500000US360470395002,360470395002,"Block Group 2, Census Tract 395, Kings County, New York",408,123,19,30,13,28,0,12,26,32,68,56,84,54,8,14,56,52,78,45,56,59
1500000US360470395003,360470395003,"Block Group 3, Census Tract 395, Kings County, New York",269,99,0,12,13,25,20,33,68,63,16,23,0,12,0,12,19,29,133,67,0,12
1500000US360470396001,360470396001,"Block Group 1, Census Tract 396, Kings County, New York",158,56,19,28,0,12,33,31,0,12,0,12,29,45,0,12,0,12,47,37,30,31
1500000US360470396002,360470396002,"Block Group 2, Census Tract 396, Kings County, New York",181,78,4,8,0,12,39,50,0,12,0,12,17,26,16,15,43,46,57,44,5,9
1500000US360470397001,360470397001,"Block Group 1, Census Tract 397, Kings County, New York",246,74,0,12,4,8,39,40,18,31,18,29,0,12,4,21,11,19,95,55,57,43
1500000US360470397002,360470397002,"Block Group 2, Census Tract 397, Kings County, New York",277,82,0,12,27,41,0,12,16,18,39,45,0,12,13,21,0,12,153,68,29,34
1500000US360470397003,360470397003,"Block Group 3, Census Tract 397, Kings County, New York",503,128,0,12,67,90,43,48,75,54,71,54,10,16,21,34,53,47,103,72,60,61
1500000US360470398001,360470398001,"Block Group 1, Census Tract 398, Kings County, New York",224,73,5,9,11,13,0,12,0,12,48,40,0,12,41,49,25,41,64,36,30,40
1500000US360470398002,360470398002,"Block Group 2, Census Tract 398, Kings County, New York",172,57,0,12,0,12,27,27,27,28,30,21,17,26,10,11,6,10,55,42,0,12
1500000US360470399001,360470399001,"Block Group 1, Census Tract 399, Kings County, New York",357,94,42,56,61,54,45,41,10,15,11,16,0,12,47,51,67,59,74,52,0,12
1500000US360470399002,360470399002,"Block Group 2, Census Tract 399, Kings County, New York",299,88,21,37,22,35,62,46,88,64,0,12,0,12,0,12,29,34,77,57,0,12
1500000US360470399003,360470399003,"Block Group 3, Census Tract 399, Kings County, New York",449,101,0,12,11,16,73,49,89,60,48,44,25,38,22,35,44,50,113,74,24,40
1500000US360470400001,360470400001,"Block Group 1, Census Tract 400, Kings County, New York",281,77,0,12,27,30,47,34,34,29,23,26,16,20,0,12,39,35,73,43,22,21
1500000US360470400002,360470400002,"Block Group 2, Census Tract 400, Kings County, New York",99,54,0,12,22,25,0,12,0,12,0,12,0,12,30,33,17,27,30,34,0,12
1500000US360470400003,360470400003,"Block Group 3, Census Tract 400, Kings County, New York",253,92,0,12,0,12,11,16,55,51,50,43,0,12,53,53,0,12,47,40,37,33
1500000US360470401001,360470401001,"Block Group 1, Census Tract 401, Kings County, New York",126,80,0,12,0,12,0,12,27,45,0,12,18,31,49,56,13,21,0,12,19,30
1500000US360470401002,360470401002,"Block Group 2, Census Tract 401, Kings County, New York",301,108,0,12,54,52,13,22,31,48,28,24,34,54,31,41,0,12,83,61,27,44
1500000US360470401003,360470401003,"Block Group 3, Census Tract 401, Kings County, New York",389,106,19,31,30,42,0,12,56,59,71,57,0,12,0,12,12,19,145,70,56,60
1500000US360470402001,360470402001,"Block Group 1, Census Tract 402, Kings County, New York",154,59,0,12,12,18,7,10,57,41,8,12,7,10,13,20,0,12,16,15,34,37
1500000US360470402002,360470402002,"Block Group 2, Census Tract 402, Kings County, New York",281,88,27,36,18,23,19,26,14,19,7,10,15,16,27,35,43,56,91,51,20,15
1500000US360470403001,360470403001,"Block Group 1, Census Tract 403, Kings County, New York",362,97,0,12,0,12,9,15,28,30,15,23,0,12,0,12,62,51,212,92,36,30
1500000US360470403002,360470403002,"Block Group 2, Census Tract 403, Kings County, New York",282,83,0,12,27,40,0,12,0,12,10,15,0,12,44,57,23,23,109,63,69,56
1500000US360470403003,360470403003,"Block Group 3, Census Tract 403, Kings County, New York",259,85,0,12,0,12,41,44,0,12,0,12,21,32,0,12,14,23,183,83,0,12
1500000US360470404001,360470404001,"Block Group 1, Census Tract 404, Kings County, New York",247,77,20,22,46,42,7,11,5,7,0,12,10,16,18,25,60,44,34,26,47,41
1500000US360470404002,360470404002,"Block Group 2, Census Tract 404, Kings County, New York",199,65,14,22,0,12,18,21,24,32,48,44,5,8,0,12,17,27,49,33,24,32
1500000US360470405001,360470405001,"Block Group 1, Census Tract 405, Kings County, New York",161,57,0,12,5,10,0,12,32,49,37,34,6,10,14,20,17,21,38,37,12,19
1500000US360470405002,360470405002,"Block Group 2, Census Tract 405, Kings County, New York",164,68,46,53,6,10,0,12,8,14,0,12,0,12,0,12,0,12,74,44,30,27
1500000US360470406001,360470406001,"Block Group 1, Census Tract 406, Kings County, New York",236,86,31,37,0,12,24,29,66,48,7,11,0,12,37,43,28,34,43,46,0,12
1500000US360470406002,360470406002,"Block Group 2, Census Tract 406, Kings County, New York",121,63,0,12,0,12,0,12,27,27,0,12,9,13,0,12,21,34,25,21,39,46
1500000US360470406003,360470406003,"Block Group 3, Census Tract 406, Kings County, New York",342,116,0,12,0,12,0,12,13,25,50,57,63,57,36,42,127,88,36,37,17,19
1500000US360470407001,360470407001,"Block Group 1, Census Tract 407, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470408001,360470408001,"Block Group 1, Census Tract 408, Kings County, New York",138,62,0,12,18,29,19,31,0,12,9,14,0,12,15,23,0,12,77,45,0,12
