GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US360470359004,360470359004,"Block Group 4, Census Tract 359, Kings County, New York",417,91,91,90,14,23,136,79,6,22,0,12,0,12,0,12,26,37,78,63,0,12,0,12,38,52,28,46,0,12,0,12,0,12
1500000US360470360011,360470360011,"Block Group 1, Census Tract 360.01, Kings County, New York",565,98,134,72,18,21,18,30,16,17,29,27,0,12,19,21,21,33,0,12,12,14,35,35,94,66,32,25,57,46,21,19,59,45
1500000US360470360012,360470360012,"Block Group 2, Census Tract 360.01, Kings County, New York",447,91,201,68,59,42,0,12,8,13,28,34,8,13,20,16,8,12,0,12,10,15,30,30,9,13,24,38,0,12,0,12,42,46
1500000US360470360013,360470360013,"Block Group 3, Census Tract 360.01, Kings County, New York",577,107,141,70,102,47,49,33,13,16,63,53,0,12,16,17,33,45,20,31,10,11,47,47,59,36,20,31,4,9,0,12,0,12
1500000US360470360021,360470360021,"Block Group 1, Census Tract 360.02, Kings County, New York",914,120,266,107,168,96,26,41,96,72,99,79,54,63,80,68,0,12,8,15,40,40,36,45,31,31,0,12,10,22,0,12,0,12
1500000US360470360022,360470360022,"Block Group 2, Census Tract 360.02, Kings County, New York",1068,133,408,119,191,76,92,85,89,67,45,59,0,12,44,50,73,63,9,14,9,15,8,16,0,12,0,12,0,12,70,50,30,48
1500000US360470361001,360470361001,"Block Group 1, Census Tract 361, Kings County, New York",306,88,82,60,33,35,20,28,25,31,17,27,7,11,11,16,0,12,27,27,48,43,18,29,18,21,0,12,0,12,0,12,0,12
1500000US360470361002,360470361002,"Block Group 2, Census Tract 361, Kings County, New York",291,88,7,17,121,71,25,31,16,25,0,12,9,17,44,38,17,25,0,12,27,33,8,14,0,12,17,27,0,12,0,12,0,12
1500000US360470361003,360470361003,"Block Group 3, Census Tract 361, Kings County, New York",392,83,140,56,37,37,12,22,0,12,48,45,3,7,11,18,0,12,8,13,18,22,76,29,0,12,15,23,19,30,0,12,5,10
1500000US360470362001,360470362001,"Block Group 1, Census Tract 362, Kings County, New York",666,119,159,79,48,36,82,69,54,46,53,53,21,23,32,33,39,39,0,12,36,48,55,46,38,44,23,35,6,9,20,31,0,12
1500000US360470362002,360470362002,"Block Group 2, Census Tract 362, Kings County, New York",381,103,74,54,34,39,25,34,55,55,34,40,21,26,0,12,21,33,0,12,41,46,29,36,34,33,0,12,0,12,13,17,0,12
1500000US360470362003,360470362003,"Block Group 3, Census Tract 362, Kings County, New York",258,80,0,12,18,20,0,12,22,25,28,30,0,12,8,12,0,12,6,11,35,39,40,40,62,53,21,24,0,12,0,12,18,28
1500000US360470363001,360470363001,"Block Group 1, Census Tract 363, Kings County, New York",221,81,68,38,40,33,21,27,8,12,26,36,0,12,0,12,0,12,26,44,0,12,0,12,23,25,9,15,0,12,0,12,0,12
1500000US360470363002,360470363002,"Block Group 2, Census Tract 363, Kings County, New York",452,117,117,63,19,31,10,16,43,39,54,67,0,12,19,34,24,39,0,12,72,56,44,36,42,50,8,13,0,12,0,12,0,12
1500000US360470363003,360470363003,"Block Group 3, Census Tract 363, Kings County, New York",636,132,71,57,53,41,36,47,73,57,8,12,34,42,32,48,36,46,65,58,74,77,10,18,38,41,14,17,28,45,23,22,41,36
1500000US360470363004,360470363004,"Block Group 4, Census Tract 363, Kings County, New York",172,87,14,22,0,12,28,26,21,34,0,12,21,33,9,15,33,39,0,12,0,12,46,65,0,12,0,12,0,12,0,12,0,12
1500000US360470364001,360470364001,"Block Group 1, Census Tract 364, Kings County, New York",583,98,143,79,83,54,28,27,8,12,35,42,27,27,71,56,35,37,33,29,18,18,38,36,17,18,12,14,5,9,18,23,12,14
1500000US360470364002,360470364002,"Block Group 2, Census Tract 364, Kings County, New York",278,78,37,31,4,6,44,49,9,11,10,17,0,12,15,15,0,12,0,12,52,46,28,34,34,36,20,22,16,19,0,12,9,14
1500000US360470365011,360470365011,"Block Group 1, Census Tract 365.01, Kings County, New York",926,94,102,54,110,60,73,45,50,45,14,21,72,50,41,43,84,62,74,46,72,44,57,37,59,40,76,51,27,37,15,23,0,12
1500000US360470365012,360470365012,"Block Group 2, Census Tract 365.01, Kings County, New York",190,73,19,24,5,9,22,26,27,30,0,12,0,12,39,46,0,12,15,22,37,35,13,21,13,20,0,12,0,12,0,12,0,12
1500000US360470365021,360470365021,"Block Group 1, Census Tract 365.02, Kings County, New York",406,58,45,39,7,11,17,21,20,29,21,7,7,10,10,16,31,29,37,40,47,43,37,36,49,36,49,37,0,12,5,15,24,30
1500000US360470366001,360470366001,"Block Group 1, Census Tract 366, Kings County, New York",262,75,21,35,21,27,16,27,0,12,37,42,7,10,21,33,0,12,20,24,13,20,47,39,27,36,15,19,0,12,7,11,10,15
1500000US360470366002,360470366002,"Block Group 2, Census Tract 366, Kings County, New York",574,75,111,52,32,35,31,24,74,53,0,12,50,45,16,26,8,12,14,21,33,31,8,12,63,47,43,34,18,20,56,43,17,25
1500000US360470366003,360470366003,"Block Group 3, Census Tract 366, Kings County, New York",407,85,32,36,53,42,27,26,0,12,46,42,29,29,0,12,46,39,19,30,58,52,11,21,45,44,0,12,23,29,18,29,0,12
1500000US360470367001,360470367001,"Block Group 1, Census Tract 367, Kings County, New York",344,59,42,29,14,16,20,27,0,12,44,45,6,9,24,21,44,30,7,10,28,29,22,29,64,38,0,12,4,9,23,37,2,9
1500000US360470367002,360470367002,"Block Group 2, Census Tract 367, Kings County, New York",149,43,6,9,0,12,16,26,0,12,13,17,11,18,10,15,0,12,30,38,0,12,9,13,46,52,0,12,8,13,0,12,0,12
1500000US360470369001,360470369001,"Block Group 1, Census Tract 369, Kings County, New York",344,99,98,70,21,33,49,44,0,12,22,35,5,9,8,14,0,12,10,15,14,22,0,12,78,53,0,12,0,12,29,40,10,17
1500000US360470369002,360470369002,"Block Group 2, Census Tract 369, Kings County, New York",495,118,121,72,64,63,0,12,40,46,9,15,53,53,26,32,19,30,43,38,50,46,36,40,11,16,0,12,23,24,0,12,0,12
1500000US360470369003,360470369003,"Block Group 3, Census Tract 369, Kings County, New York",341,98,123,73,28,34,0,12,42,43,0,12,30,35,44,50,0,12,19,21,0,12,27,33,18,28,10,16,0,12,0,12,0,12
1500000US360470369004,360470369004,"Block Group 4, Census Tract 369, Kings County, New York",537,120,90,65,118,78,12,19,11,17,39,37,40,42,44,41,20,32,11,17,29,27,39,37,8,13,27,38,0,12,49,52,0,12
1500000US360470370001,360470370001,"Block Group 1, Census Tract 370, Kings County, New York",424,104,17,27,50,41,0,12,6,10,40,45,7,10,15,23,0,12,13,16,0,12,49,48,59,50,8,13,12,19,26,27,122,65
1500000US360470370002,360470370002,"Block Group 2, Census Tract 370, Kings County, New York",424,90,13,15,0,12,33,38,65,53,0,12,10,16,15,15,13,19,21,35,16,19,68,47,33,25,35,39,28,34,43,28,31,32
1500000US360470370003,360470370003,"Block Group 3, Census Tract 370, Kings County, New York",408,78,36,46,15,16,8,13,33,39,45,36,29,35,0,12,0,12,29,29,58,46,8,13,55,44,30,25,24,22,31,23,7,10
1500000US360470370004,360470370004,"Block Group 4, Census Tract 370, Kings County, New York",313,74,20,22,9,15,0,12,5,10,30,42,62,52,0,12,0,12,0,12,14,21,34,32,74,45,15,17,31,30,0,12,19,22
1500000US360470371001,360470371001,"Block Group 1, Census Tract 371, Kings County, New York",314,96,23,37,18,29,0,12,61,50,0,12,0,12,0,12,0,12,37,44,43,36,54,42,0,12,0,12,8,12,34,37,36,43
1500000US360470371002,360470371002,"Block Group 2, Census Tract 371, Kings County, New York",318,99,37,28,0,12,40,44,0,12,19,22,0,12,0,12,29,45,0,12,9,15,59,56,7,12,83,64,12,19,23,37,0,12
1500000US360470371003,360470371003,"Block Group 3, Census Tract 371, Kings County, New York",376,99,81,58,18,28,39,50,22,24,32,36,23,37,11,18,29,46,0,12,0,12,48,42,17,27,15,25,22,36,8,14,11,17
1500000US360470371004,360470371004,"Block Group 4, Census Tract 371, Kings County, New York",411,87,46,51,33,32,0,12,39,38,30,36,0,12,13,22,55,47,23,36,51,49,13,20,56,50,0,12,41,42,0,12,11,17
1500000US360470371005,360470371005,"Block Group 5, Census Tract 371, Kings County, New York",165,52,0,12,13,20,21,34,0,12,13,22,0,12,0,12,0,12,0,12,26,28,21,23,20,24,51,45,0,12,0,12,0,12
1500000US360470373001,360470373001,"Block Group 1, Census Tract 373, Kings County, New York",399,105,67,40,41,38,40,37,38,38,18,29,47,33,19,24,0,12,0,12,61,61,18,29,50,68,0,12,0,12,0,12,0,12
1500000US360470373002,360470373002,"Block Group 2, Census Tract 373, Kings County, New York",304,97,25,40,55,45,0,12,9,16,28,33,0,12,47,39,25,38,0,12,0,12,60,63,0,12,0,12,17,28,15,17,23,33
1500000US360470373003,360470373003,"Block Group 3, Census Tract 373, Kings County, New York",349,95,41,37,12,20,30,31,0,12,47,51,36,43,0,12,18,28,14,23,15,25,45,43,84,66,7,11,0,12,0,12,0,12
1500000US360470373004,360470373004,"Block Group 4, Census Tract 373, Kings County, New York",425,79,188,74,30,32,11,17,0,12,21,27,0,12,0,12,20,23,26,31,28,34,59,49,14,22,0,12,6,11,22,35,0,12
1500000US360470374011,360470374011,"Block Group 1, Census Tract 374.01, Kings County, New York",683,123,83,78,9,13,8,12,63,62,0,12,48,45,32,37,69,68,15,24,32,31,140,93,83,52,35,28,13,17,23,25,30,27
1500000US360470374012,360470374012,"Block Group 2, Census Tract 374.01, Kings County, New York",472,120,0,12,15,24,0,12,51,61,14,22,36,51,8,13,0,12,0,12,74,75,0,12,105,70,15,24,100,45,0,12,54,43
1500000US360470374013,360470374013,"Block Group 3, Census Tract 374.01, Kings County, New York",688,110,136,75,57,43,100,71,0,12,11,18,35,28,20,24,30,35,22,25,18,22,108,76,42,38,71,60,10,15,28,31,0,12
1500000US360470374021,360470374021,"Block Group 1, Census Tract 374.02, Kings County, New York",470,132,74,72,65,74,0,12,84,59,0,12,49,60,5,14,31,43,0,12,102,84,0,12,25,28,13,21,9,16,0,12,13,21
1500000US360470374022,360470374022,"Block Group 2, Census Tract 374.02, Kings County, New York",774,170,199,110,54,55,37,41,92,90,103,117,11,18,82,82,45,47,0,12,12,19,50,61,37,34,52,58,0,12,0,12,0,12
1500000US360470374023,360470374023,"Block Group 3, Census Tract 374.02, Kings County, New York",403,119,154,123,33,52,68,71,35,43,0,12,21,25,43,49,0,12,0,12,0,12,0,12,27,30,14,23,8,13,0,12,0,12
1500000US360470374024,360470374024,"Block Group 4, Census Tract 374.02, Kings County, New York",303,99,0,12,12,20,0,12,0,12,97,68,0,12,0,12,0,12,0,12,27,31,24,27,69,59,0,12,19,25,39,60,16,25
1500000US360470375001,360470375001,"Block Group 1, Census Tract 375, Kings County, New York",286,92,14,24,17,22,48,37,63,64,0,12,40,54,7,11,18,28,36,41,0,12,0,12,26,28,0,12,17,21,0,12,0,12
1500000US360470375002,360470375002,"Block Group 2, Census Tract 375, Kings County, New York",368,95,32,30,45,38,11,17,40,40,20,31,45,46,0,12,0,12,29,41,22,34,30,27,47,43,20,32,27,26,0,12,0,12
1500000US360470375003,360470375003,"Block Group 3, Census Tract 375, Kings County, New York",359,111,32,35,11,25,0,12,0,12,8,12,9,14,23,38,87,73,16,32,20,33,51,50,41,54,31,37,0,12,10,16,20,33
1500000US360470377001,360470377001,"Block Group 1, Census Tract 377, Kings County, New York",361,100,70,56,32,35,40,46,32,38,0,12,12,19,31,27,21,35,0,12,66,62,0,12,16,24,0,12,25,39,0,12,16,19
1500000US360470377002,360470377002,"Block Group 2, Census Tract 377, Kings County, New York",361,96,29,29,30,32,16,18,18,28,19,21,21,34,4,11,0,12,43,47,0,12,92,76,37,41,35,29,0,12,17,29,0,12
1500000US360470377003,360470377003,"Block Group 3, Census Tract 377, Kings County, New York",230,77,17,17,20,22,0,12,0,12,0,12,0,12,16,25,7,11,44,50,30,36,19,31,55,57,14,20,8,13,0,12,0,12
1500000US360470377004,360470377004,"Block Group 4, Census Tract 377, Kings County, New York",545,108,34,29,19,29,60,57,0,12,31,33,23,31,59,50,0,12,20,33,19,30,0,12,86,58,72,63,26,29,70,42,26,23
1500000US360470379001,360470379001,"Block Group 1, Census Tract 379, Kings County, New York",330,87,47,43,50,56,61,47,26,28,0,12,0,12,24,27,10,15,11,17,0,12,0,12,57,52,23,27,0,12,21,32,0,12
1500000US360470379002,360470379002,"Block Group 2, Census Tract 379, Kings County, New York",524,105,30,38,77,56,0,12,42,37,8,13,51,49,0,12,9,14,20,28,98,65,73,46,64,54,22,35,0,12,0,12,30,36
1500000US360470379003,360470379003,"Block Group 3, Census Tract 379, Kings County, New York",520,126,26,39,65,53,10,15,15,23,11,16,24,30,14,22,76,63,37,42,50,48,51,38,70,54,21,31,24,27,0,12,26,42
1500000US360470381001,360470381001,"Block Group 1, Census Tract 381, Kings County, New York",292,93,43,49,14,26,71,62,8,13,8,13,51,53,22,37,11,19,0,12,16,18,11,17,9,14,3,6,25,28,0,12,0,12
1500000US360470381002,360470381002,"Block Group 2, Census Tract 381, Kings County, New York",925,143,191,71,206,110,71,49,92,60,31,37,39,44,19,22,47,35,23,32,104,70,68,63,34,38,0,12,0,12,0,12,0,12
1500000US360470381003,360470381003,"Block Group 3, Census Tract 381, Kings County, New York",179,88,59,67,0,12,6,12,0,12,19,24,0,12,0,12,0,12,25,32,8,13,1,18,30,48,25,41,6,17,0,12,0,12
1500000US360470381004,360470381004,"Block Group 4, Census Tract 381, Kings County, New York",438,121,76,61,43,55,22,35,56,61,0,12,43,43,26,41,15,17,0,12,0,12,79,78,25,32,34,40,19,28,0,12,0,12
1500000US360470382001,360470382001,"Block Group 1, Census Tract 382, Kings County, New York",411,135,11,17,74,95,30,47,82,109,28,43,30,44,21,32,32,50,25,33,4,16,7,13,48,44,0,12,19,29,0,12,0,12
1500000US360470382002,360470382002,"Block Group 2, Census Tract 382, Kings County, New York",867,167,215,112,115,73,85,68,19,30,101,99,105,97,24,29,22,26,6,17,16,27,114,95,45,53,0,12,0,12,0,12,0,12
1500000US360470382003,360470382003,"Block Group 3, Census Tract 382, Kings County, New York",812,144,306,120,153,99,88,63,15,22,82,67,95,62,0,12,13,20,0,12,8,18,22,35,0,12,14,21,0,12,0,12,16,24
1500000US360470383001,360470383001,"Block Group 1, Census Tract 383, Kings County, New York",353,79,46,43,0,12,18,27,16,26,92,58,0,12,0,12,0,12,11,17,11,19,37,52,12,24,60,48,0,12,42,50,8,12
1500000US360470383002,360470383002,"Block Group 2, Census Tract 383, Kings County, New York",392,116,34,45,14,25,67,64,25,34,57,53,0,12,22,27,12,19,28,41,14,22,0,12,30,36,24,39,14,18,33,42,18,29
1500000US360470383003,360470383003,"Block Group 3, Census Tract 383, Kings County, New York",444,114,47,45,7,11,0,12,53,56,20,33,30,35,0,12,7,12,0,12,52,57,10,16,99,61,42,39,44,50,33,34,0,12
1500000US360470383004,360470383004,"Block Group 4, Census Tract 383, Kings County, New York",353,110,0,12,54,50,28,34,0,12,0,12,0,12,0,12,8,12,18,28,9,14,48,55,27,33,18,28,16,25,98,67,29,36
1500000US360470385001,360470385001,"Block Group 1, Census Tract 385, Kings County, New York",409,97,85,62,60,39,54,46,0,12,28,36,11,19,0,12,27,43,28,36,10,16,50,50,47,49,0,12,0,12,0,12,9,14
1500000US360470385002,360470385002,"Block Group 2, Census Tract 385, Kings County, New York",178,80,0,12,27,41,40,48,0,12,15,24,0,12,0,12,8,13,25,30,0,12,22,36,41,47,0,12,0,12,0,12,0,12
1500000US360470385003,360470385003,"Block Group 3, Census Tract 385, Kings County, New York",334,103,78,68,22,35,32,43,8,15,0,12,20,30,0,12,28,41,15,21,81,64,26,32,12,21,0,12,12,18,0,12,0,12
1500000US360470385004,360470385004,"Block Group 4, Census Tract 385, Kings County, New York",390,103,72,58,9,16,11,20,9,15,9,15,7,13,0,12,50,57,0,12,57,61,54,63,14,22,19,30,48,46,8,15,23,36
1500000US360470386001,360470386001,"Block Group 1, Census Tract 386, Kings County, New York",643,96,42,45,26,41,24,22,71,52,33,37,48,49,63,70,54,48,47,39,40,30,99,59,14,25,30,28,36,27,6,10,10,15
1500000US360470386002,360470386002,"Block Group 2, Census Tract 386, Kings County, New York",553,99,32,38,45,51,44,45,93,63,46,29,0,12,6,11,66,39,0,12,13,15,96,57,36,38,18,20,36,32,22,21,0,12
1500000US360470387001,360470387001,"Block Group 1, Census Tract 387, Kings County, New York",288,91,40,44,13,19,10,15,53,50,20,31,52,55,18,30,0,12,0,12,0,12,24,37,10,17,10,15,26,40,0,12,12,18
1500000US360470387002,360470387002,"Block Group 2, Census Tract 387, Kings County, New York",240,95,34,40,29,35,0,12,13,20,60,55,0,12,25,40,0,12,24,40,22,35,8,13,17,29,0,12,0,12,8,15,0,12
1500000US360470387003,360470387003,"Block Group 3, Census Tract 387, Kings County, New York",286,87,16,19,25,33,15,22,63,64,25,39,22,35,5,10,9,14,10,16,11,17,25,28,23,24,25,40,0,12,12,19,0,12
1500000US360470387004,360470387004,"Block Group 4, Census Tract 387, Kings County, New York",544,125,142,83,62,54,0,12,53,56,50,52,5,8,96,78,0,12,27,33,10,15,34,42,33,44,0,12,22,24,0,12,10,17
1500000US360470388001,360470388001,"Block Group 1, Census Tract 388, Kings County, New York",343,81,27,25,19,16,32,27,18,21,0,12,21,23,36,56,15,26,47,53,0,12,44,28,31,29,17,18,9,14,12,18,15,17
1500000US360470388002,360470388002,"Block Group 2, Census Tract 388, Kings County, New York",431,120,53,71,67,55,41,33,0,12,25,30,0,12,0,12,0,12,52,66,48,66,44,35,68,58,0,12,0,12,8,14,25,29
1500000US360470388003,360470388003,"Block Group 3, Census Tract 388, Kings County, New York",276,69,23,38,33,54,0,12,21,25,14,21,0,12,10,15,6,9,7,11,56,61,9,14,38,34,29,38,0,12,14,20,16,23
1500000US360470388004,360470388004,"Block Group 4, Census Tract 388, Kings County, New York",362,105,40,64,0,12,0,12,0,12,71,74,0,12,0,12,74,81,42,66,16,24,19,25,58,59,39,50,0,12,3,6,0,12
1500000US360470389001,360470389001,"Block Group 1, Census Tract 389, Kings County, New York",539,85,165,76,43,53,12,19,0,12,36,43,19,30,25,40,0,12,0,12,61,45,51,47,43,42,12,19,44,32,0,12,28,45
1500000US360470389002,360470389002,"Block Group 2, Census Tract 389, Kings County, New York",303,76,47,44,30,48,15,24,29,23,0,12,13,21,0,12,50,46,16,25,1,6,37,43,41,26,0,12,24,39,0,12,0,12
1500000US360470389003,360470389003,"Block Group 3, Census Tract 389, Kings County, New York",230,67,52,43,0,12,23,37,8,16,22,18,0,12,0,12,23,35,0,12,11,18,19,23,11,16,30,36,0,12,31,47,0,12
1500000US360470390001,360470390001,"Block Group 1, Census Tract 390, Kings County, New York",482,78,3,6,18,21,34,33,39,30,43,34,73,55,20,23,42,37,53,33,27,28,38,35,33,29,34,25,5,8,11,14,9,13
1500000US360470390002,360470390002,"Block Group 2, Census Tract 390, Kings County, New York",317,72,14,18,5,9,52,54,0,12,41,33,0,12,36,36,8,10,17,15,27,26,15,14,6,12,27,24,11,18,39,29,19,21
1500000US360470391001,360470391001,"Block Group 1, Census Tract 391, Kings County, New York",456,85,19,19,65,48,16,21,57,43,8,9,12,14,26,30,18,22,0,12,3,6,85,72,72,56,0,12,57,49,7,10,11,18
1500000US360470391002,360470391002,"Block Group 2, Census Tract 391, Kings County, New York",546,89,87,50,16,15,49,45,9,13,7,12,15,24,60,55,57,59,26,42,43,43,7,11,57,49,82,62,31,48,0,12,0,12
1500000US360470392001,360470392001,"Block Group 1, Census Tract 392, Kings County, New York",322,88,75,62,20,26,8,13,44,42,23,20,41,40,0,12,31,33,0,12,10,16,7,11,38,32,10,16,8,15,7,11,0,12
1500000US360470392002,360470392002,"Block Group 2, Census Tract 392, Kings County, New York",570,99,16,20,62,42,60,33,27,28,0,12,43,42,54,51,8,15,36,40,64,42,74,54,94,61,23,22,0,12,9,16,0,12
1500000US360470393001,360470393001,"Block Group 1, Census Tract 393, Kings County, New York",371,108,88,54,42,50,19,31,23,36,0,12,0,12,21,33,0,12,0,12,42,47,21,32,21,30,20,33,21,35,53,50,0,12
1500000US360470393002,360470393002,"Block Group 2, Census Tract 393, Kings County, New York",437,121,24,39,0,12,73,69,54,59,23,35,27,33,0,12,35,32,31,34,40,46,0,12,25,29,38,42,10,20,48,50,9,15
1500000US360470393003,360470393003,"Block Group 3, Census Tract 393, Kings County, New York",378,103,29,32,29,33,0,12,0,12,11,19,8,15,0,12,0,12,38,37,14,23,103,62,81,65,16,26,49,57,0,12,0,12
1500000US360470394001,360470394001,"Block Group 1, Census Tract 394, Kings County, New York",274,57,24,22,12,18,16,19,5,8,13,17,23,28,42,34,0,12,4,7,22,22,28,29,28,25,5,7,35,33,0,12,17,12
1500000US360470394002,360470394002,"Block Group 2, Census Tract 394, Kings County, New York",241,49,16,19,11,17,36,28,0,12,18,17,21,23,22,24,36,41,0,12,0,12,17,16,12,14,26,24,0,12,3,5,23,18
1500000US360470394003,360470394003,"Block Group 3, Census Tract 394, Kings County, New York",266,65,0,12,6,9,17,18,12,19,11,12,11,15,5,8,26,35,29,24,34,37,42,35,30,24,32,38,0,12,0,12,11,13
1500000US360470395001,360470395001,"Block Group 1, Census Tract 395, Kings County, New York",457,97,87,63,42,49,55,59,74,76,33,34,0,12,16,26,19,34,40,51,0,12,32,33,31,40,14,20,14,26,0,12,0,12
1500000US360470395002,360470395002,"Block Group 2, Census Tract 395, Kings County, New York",430,123,96,56,60,43,5,10,0,12,55,42,34,49,0,12,18,30,62,47,29,35,18,29,7,10,0,12,27,41,19,30,0,12
1500000US360470395003,360470395003,"Block Group 3, Census Tract 395, Kings County, New York",302,101,41,37,57,58,23,28,27,34,10,21,0,12,0,12,36,40,0,12,0,12,39,43,58,51,5,9,6,9,0,12,0,12
1500000US360470396001,360470396001,"Block Group 1, Census Tract 396, Kings County, New York",313,65,22,23,15,14,16,28,15,19,34,45,0,12,17,19,41,48,0,12,41,32,28,33,13,13,0,12,11,15,0,12,60,43
1500000US360470396002,360470396002,"Block Group 2, Census Tract 396, Kings County, New York",382,82,12,14,24,32,13,17,9,14,34,42,30,29,65,49,6,9,18,30,11,12,15,22,11,14,59,51,10,18,44,43,21,21
1500000US360470397001,360470397001,"Block Group 1, Census Tract 397, Kings County, New York",305,76,71,44,17,23,17,26,17,27,15,29,7,12,21,29,0,12,0,12,11,19,16,24,36,43,62,55,4,8,0,12,11,14
1500000US360470397002,360470397002,"Block Group 2, Census Tract 397, Kings County, New York",348,80,14,22,76,54,29,35,38,33,36,34,17,28,0,12,44,48,19,30,9,14,27,41,16,19,10,16,13,20,0,12,0,12
1500000US360470397003,360470397003,"Block Group 3, Census Tract 397, Kings County, New York",571,123,94,68,10,15,50,54,65,57,11,17,13,19,6,11,28,33,66,47,100,58,20,29,75,93,33,31,0,12,0,12,0,12
1500000US360470398001,360470398001,"Block Group 1, Census Tract 398, Kings County, New York",414,73,32,41,20,17,12,13,39,39,34,31,4,7,58,53,0,12,10,15,49,34,33,31,39,37,39,22,24,24,11,12,10,11
1500000US360470398002,360470398002,"Block Group 2, Census Tract 398, Kings County, New York",401,89,0,12,4,7,42,30,27,34,37,35,52,51,0,12,42,46,9,12,24,20,35,24,54,39,35,45,0,12,34,30,6,9
1500000US360470399001,360470399001,"Block Group 1, Census Tract 399, Kings County, New York",411,97,60,49,32,42,19,30,0,12,36,49,0,12,72,69,49,43,0,12,12,24,55,53,21,31,33,37,22,28,0,12,0,12
1500000US360470399002,360470399002,"Block Group 2, Census Tract 399, Kings County, New York",369,87,49,46,21,37,16,18,0,12,18,30,0,12,0,12,7,11,46,51,24,40,38,46,32,36,96,64,22,35,0,12,0,12
1500000US360470399003,360470399003,"Block Group 3, Census Tract 399, Kings County, New York",523,97,98,62,80,60,101,64,39,55,37,46,22,35,15,24,0,12,20,26,47,41,0,12,20,21,21,33,0,12,14,26,9,16
1500000US360470400001,360470400001,"Block Group 1, Census Tract 400, Kings County, New York",414,75,32,26,35,34,27,23,43,38,72,47,0,12,0,12,16,18,0,12,32,30,71,41,25,23,26,30,0,12,35,29,0,12
1500000US360470400002,360470400002,"Block Group 2, Census Tract 400, Kings County, New York",203,65,23,27,0,12,49,35,10,16,16,26,0,12,17,27,14,21,9,14,19,20,4,13,4,9,18,21,20,24,0,12,0,12
1500000US360470400003,360470400003,"Block Group 3, Census Tract 400, Kings County, New York",486,75,34,32,58,39,17,26,15,23,9,14,17,20,45,37,68,51,18,29,0,12,95,52,81,62,22,29,7,12,0,12,0,12
1500000US360470401001,360470401001,"Block Group 1, Census Tract 401, Kings County, New York",167,92,32,32,0,12,28,44,0,12,0,12,0,12,0,12,0,12,0,12,74,70,18,31,2,8,0,12,13,19,0,12,0,12
1500000US360470401002,360470401002,"Block Group 2, Census Tract 401, Kings County, New York",396,109,43,53,37,37,0,12,25,31,11,17,0,12,0,12,42,46,60,62,57,44,60,58,23,36,0,12,15,24,12,18,11,18
1500000US360470401003,360470401003,"Block Group 3, Census Tract 401, Kings County, New York",515,121,139,79,0,12,0,12,99,74,35,52,24,36,13,20,0,12,10,16,8,15,58,54,15,23,52,54,40,51,22,36,0,12
1500000US360470402001,360470402001,"Block Group 1, Census Tract 402, Kings County, New York",391,81,50,41,19,27,23,19,11,14,0,12,43,33,27,28,34,44,0,12,23,26,63,35,18,18,33,32,35,32,12,13,0,12
1500000US360470402002,360470402002,"Block Group 2, Census Tract 402, Kings County, New York",507,87,26,18,8,11,93,70,32,28,70,51,11,17,20,33,19,19,7,10,14,18,28,24,101,45,36,26,14,15,21,15,7,10
1500000US360470403001,360470403001,"Block Group 1, Census Tract 403, Kings County, New York",446,102,91,58,25,39,0,12,65,59,40,49,8,12,19,30,97,57,0,12,22,26,4,9,47,43,14,21,6,11,8,13,0,12
